ITEM DESCRIPTION,FINISH / COLOR,PART NUMBER,SECTION,APPLICATION,MANUFACTURER,VENDOR,STANDARD / OPTION,option type,QTY,PRICE EACH,PRICE TOTAL
"Trolling Motor - Power Pole MOVE Pivot 72"", 36V",BLACK,MV-PV-72-BK,Final Rigging (BOAT) - OPTION,Includes Quick Release Bracket,JL Marine / Power Pole,JL Marine / Power Pole,OPTION,troll motor,1,"$4,143.99","$4,143.99"
"Trolling Motor - Kraken Force 75""",WHITE,010-02574-10,Final Rigging (BOAT) - OPTION,,Garmin,Garmin,OPTION,troll motor,1,"$2,664.99","$2,664.99"
"Trolling Motor - Kraken Force 75""",BLACK,010-02573-10,Final Rigging (BOAT) - OPTION,Has built in GT56UHD-TR Transducer ,Garmin,Garmin,OPTION,troll motor,1,"$2,534.99","$2,534.99"
"Trolling Motor - GPS Anchor + 72""",WHITE,BB12072LX,Final Rigging (BOAT) - OPTION,,Rhodan Marine,Rhodan Marine,OPTION,troll motor,1,"$2,804.99","$2,804.99"
"Trolling Motor - GPS Anchor + 72""",BLACK,BW12072LX,Final Rigging (BOAT) - OPTION,,Rhodan Marine,Rhodan Marine,OPTION,troll motor,1,"$2,804.99","$2,804.99"
Plug Kit - Trolling Motor,,A00152,Final Rigging (BOAT) - OPTION,"W / Rhodan Trolling Motor
this is what we mount to the TM and the boat to make it removable",Rhodan Marine,Rhodan Marine,OPTION,troll motor,1,$112.50,$112.50
Breaker - 50A Complete Circuit,,A00155,Final Rigging (BOAT) - OPTION,"W / Rhodan Trolling Motor
this is th ebreaker that we mount in the LP",Rhodan Marine,Rhodan Marine,OPTION,troll motor,1,$37.50,$37.50
Gateway - NMEA Kit,,A00077,Final Rigging (BOAT) - OPTION,"W / Rhodan Trolling Motor
we run this from the bow to the console to connect to the MFD",Rhodan Marine,Rhodan Marine,OPTION,troll motor,1,$424.99,$424.99
Front Rod Locker Tackle Center - PORT & STBD,,BBW0010,Final Rigging (BOAT) - OPTION,"these are removable tackle centers that go in the port and stbd rod lockers
they can be indpendent and dont have to be a set",Waterway Systems,Waterway Systems,OPTION,tackle storage,2,$275.00,$550.00
Tackle Center W / Drop In Bucket,,BBW0016,Final Rigging (BOAT) - OPTION,this is a removable tackle center in the drop in bucket,Waterway Systems,Waterway Systems,OPTION,tackle storage,1,$450.00,$450.00
Pump Box / Rear Tackle Center - PORT,,BBW0008,Final Rigging (BOAT) - OPTION,"these are pump box tackle centers
they require alot of space so unless no power poles or we move things we typically do in the port",Waterway Systems,Waterway Systems,OPTION,tackle storage,1,$150.00,$150.00
Pump Box / Rear Tackle Center - STBD,,BBW0009,Final Rigging (BOAT) - OPTION,"these are pump box tackle centers
they require alot of space so unless no power poles or we move things we dont typically do in the stbd pump box",Waterway Systems,Waterway Systems,OPTION,tackle storage,1,$150.00,$150.00
Security System - Siren Pro 3,,SM-S3P-917,Final Rigging (BOAT) - OPTION,goes in the hardtop for sequrity reasons,CWR Distribution,CWR Distribution,OPTION,secuirty,1,$617.56,$617.56
Wireless Entry Sensor - Siren 3 Series,,SM-WLS3-ENTR-917,Final Rigging (BOAT) - OPTION,goes on the conosole door,CWR Distribution,CWR Distribution,OPTION,secuirty,1,$107.08,$107.08
Offshore Antenna - Siren Satellite,,SM-SAT-OFFS,Final Rigging (BOAT) - OPTION,goes in the upperstation,CWR Distribution,CWR Distribution,OPTION,secuirty,1,$194.99,$194.99
Wireless High Water Sensor,,SM-WLS3-HIWS-917,Final Rigging (BOAT) - OPTION,goes in the bilge,CWR Distribution,CWR Distribution,OPTION,secuirty,1,$107.08,$107.08
Wireless Bilge Sensor,,SM-WLS3-BILG-917,Final Rigging (BOAT) - OPTION,connects to the bilge pump,CWR Distribution,CWR Distribution,OPTION,secuirty,1,$107.08,$107.08
Fuel Bladder - 50 Gal Marine Grade,,FA-RC-50SSFB-UB,Final Rigging (BOAT) - OPTION,goes in the large fishbox,Ready Containment,Ready Containment,OPTION,fuel bladder,1,$850.00,$850.00
"Adapter - 1/2"" MPT x 1/2"" Hose Barb",,SHFHHB08-08MP,Final Rigging (BOAT) - OPTION,W / Bladder,Goodyear / Parker,Goodyear / Parker,OPTION,fuel bladder,1,$13.41,$13.41
"Adapter - 3/4"" x 1/2"" Pipe Bushing",,SB34X12316I,Final Rigging (BOAT) - OPTION,W / Bladder,Goodyear / Parker,Goodyear / Parker,OPTION,fuel bladder,1,$6.33,$6.33
"3/4"" ss street 90",,White Trailer,Final Rigging (BOAT) - OPTION,W / Bladder- we have abunch in the white trailer to use up,White Trailer,White Trailer,OPTION,fuel bladder,1,,
"Adapter - 2"" Schedule 80 PVC",,836-020,Final Rigging (BOAT) - OPTION,"W / Bladder
fill",PVC Fittings,PVC Fittings,OPTION,fuel bladder,1,$13.44,$13.44
"FRAME, AL CASTING PLATFORM PC MATTERHORN WHITE",WHITE,GG05101WHT,Final Rigging (BOAT) - OPTION,,GG Schmitt,GG Schmitt,OPTION,casting paltform,1,$490.00,$490.00
"FRAME, AL CASTING PLATFORM PC GLOSS BLACK",BLACK,GG05101GBLK,Final Rigging (BOAT) - OPTION,,GG Schmitt,GG Schmitt,OPTION,casting paltform,1,$490.00,$490.00
"FRAME, AL CASTING PLATFORM PC TEXT WHITE",TEX WHITE,GG05101TWHT,Final Rigging (BOAT) - OPTION,,GG Schmitt,GG Schmitt,OPTION,casting paltform,1,$490.00,$490.00
"FRAME, AL CASTING PLATFORM PC TEXT BLACK",TEX BLACK,GG05101TBLK,Final Rigging (BOAT) - OPTION,,GG Schmitt,GG Schmitt,OPTION,casting paltform,1,$490.00,$490.00
Acrylic Floor - Casting Platform ,WHITE,,Final Rigging (BOAT) - OPTION,,Waterway Systems,Waterway Systems,OPTION,casting paltform,1,,$0.00
Acrylic Floor - Casting Platform ,BLACK,,Final Rigging (BOAT) - OPTION,,Waterway Systems,Waterway Systems,OPTION,casting paltform,1,,$0.00
Seadek - Casting Platform,,,Final Rigging (BOAT) - OPTION,,Seadek,Seadek,OPTION,casting paltform,1,,$0.00
Casting Platform Feet,,,Final Rigging (BOAT) - OPTION,,Carbon Marine,Carbon Marine,OPTION,casting paltform,4,$14.95,$59.80
Casting Platform Hardware Kit ,,,Final Rigging (BOAT) - OPTION,316 Stainless Steel Turnbuckle + Deck Carriage Bolt with Standard Duty Eyebolt,Carbon Marine,Carbon Marine,OPTION,casting paltform,2,$89.95,$179.90
"RAIL, AL BARKER SISSY BAR PC MATTERHORN WHITE",WHITE,GG05102WHT,Final Rigging (BOAT) - OPTION,,GG Schmitt,GG Schmitt,OPTION,casting paltform,1,$250.00,$250.00
"RAIL, AL BARKER SISSY BAR PC GLOSS BLACK",BLACK,GG05102GBLK,Final Rigging (BOAT) - OPTION,,GG Schmitt,GG Schmitt,OPTION,casting paltform,1,$250.00,$250.00
"RAIL, AL BARKER SISSY BAR PC TEXT WHITE",TEX WHITE,GG05102TWHT,Final Rigging (BOAT) - OPTION,,GG Schmitt,GG Schmitt,OPTION,casting paltform,1,$250.00,$250.00
"RAIL, AL BARKER SISSY BAR PC TEXT BLACK",TEX BLACK,GG05102TBLK,Final Rigging (BOAT) - OPTION,,GG Schmitt,GG Schmitt,OPTION,casting paltform,1,$250.00,$250.00
"SWIM PLATFORM, AL PORT PC MATTERHORN WHITE",WHITE,GG04965WHT,Final Rigging (BOAT) - OPTION,"Transom mouint swim platform, L02 ladder also needed for item",GG Schmitt,GG Schmitt,STANDARD,,1,$675.00,$675.00
"SWIM PLATFORM, AL PORT PC GLOSS BLACK",BLACK,GG04965BLK,Final Rigging (BOAT) - OPTION,"Transom mouint swim platform, L02 ladder also needed for item",GG Schmitt,GG Schmitt,STANDARD,,1,$675.00,$675.00
"SWIM PLATFORM, AL PORT PC TEXT WHITE",TEX WHITE,GG04965TWHT,Final Rigging (BOAT) - OPTION,"Transom mouint swim platform, L02 ladder also needed for item",GG Schmitt,GG Schmitt,STANDARD,,1,$675.00,$675.00
"SWIM PLATFORM, AL PORT PC TEXT BLACK",TEX BLACK,GG04965TBLK,Final Rigging (BOAT) - OPTION,"Transom mouint swim platform, L02 ladder also needed for item",GG Schmitt,GG Schmitt,STANDARD,,1,$675.00,$675.00
"SWIM PLATFORM, AL STBD PC MATTERHORN WHITE",WHITE,GG04966WHT,Final Rigging (BOAT) - OPTION,"Transom mouint swim platform, L02 ladder also needed for item",GG Schmitt,GG Schmitt,OPTION,swim platform,1,$675.00,$675.00
"SWIM PLATFORM, AL STBD PC GLOSS BLACK",BLACK,GG04966BLK,Final Rigging (BOAT) - OPTION,"Transom mouint swim platform, L02 ladder also needed for item",GG Schmitt,GG Schmitt,OPTION,swim platform,1,$675.00,$675.00
"SWIM PLATFORM, AL STBD PC TEXT WHITE",TEX WHITE,GG04966TWHT,Final Rigging (BOAT) - OPTION,"Transom mouint swim platform, L02 ladder also needed for item",GG Schmitt,GG Schmitt,OPTION,swim platform,1,$675.00,$675.00
"SWIM PLATFORM, AL STBD PC TEXT BLACK",TEX BLACK,GG04966TBLK,Final Rigging (BOAT) - OPTION,"Transom mouint swim platform, L02 ladder also needed for item",GG Schmitt,GG Schmitt,OPTION,swim platform,1,$675.00,$675.00
"Cup Holder W / Drain, SS",SS,LCH-1SS,Final Rigging (LEANING POST),these go on the top of the LP near the back,William F. Miller,William F. Miller,STANDARD,,2,$6.45,$12.90
"Adapter - 1/8"" FNPT x 3/8"" Hose Barb",BLACK,3-A1838F,Final Rigging (LEANING POST),"W / Cupholders
allows us to connect a hose",PVC Fittings,PVC Fittings,STANDARD,,2,$2.54,$5.08
"Impact Drain / Push In Drain - 3/8""",WHITE,PD-2,Final Rigging (LEANING POST),"2 go in the LP near the seat area for drains
2 go in the back bottom for the drains
color dependent",William F. Miller,William F. Miller,STANDARD,,4,$0.38,$1.52
"Impact Drain / Push In Drain - 3/8""",BLACK,PD-1,Final Rigging (LEANING POST),"2 go in the LP near the seat area for drains
2 go in the back bottom for the drains
color dependent",William F. Miller,William F. Miller,STANDARD,,4,$0.38,$1.52
"Tee - 3/8"" Hose Barb x 1/2"" x 1/2"", Barbed",,64420,Final Rigging (LEANING POST),,US Plastics,US Plastics,STANDARD,,2,$0.78,$1.56
"Tee - 3/8"" Tube ID, Barbed",Clear / White,64420,,these go from the cup holders to the drains to out of the lp,,,,,2,,
LP Guide Backrest - Wrap Around,,BBW0061,Final Rigging (LEANING POST),this is for the guide seat and wraps around going forwards,Dan Kuntz,Dan Kuntz,STANDARD,,1,$476.00,$476.00
Upholstery - OPEN / BAY WRAP AROUND LEANING POST SET,,9780400,Final Rigging (LEANING POST),these are the cushions that get used for the guide wraparound setup,PPI,PPI,STANDARD,,1,$954.00,$954.00
LP Guide Backrest - Flat Back,,BBW0062,Final Rigging (LEANING POST) - OPTION,this replaces the wrap around with a flat back that doesnt comtinue forward,Dan Kuntz,Dan Kuntz,OPTION,guide bckrest,1,$476.00,$476.00
Upholstery - OPEN / BAY FLAT BACK LEANING POST SET,,9781200,Final Rigging (LEANING POST) - OPTION,these are the cushions that get used for the guide wraparound setup,PPI,PPI,OPTION,guide bckrest,1,"$1,121.00","$1,121.00"
"Piano Hinge with Holes, Polished 316 Stainless Steel, 1-1/2"" Wide, 0.174",1605A43,,,for the cushion,,McMaster Carr,STANDARD,,1,$80.97,$80.97
"Door Latch / Ball Latch 2"" x 3/8"", SS",,1340,Final Rigging (LEANING POST) - OPTION,"W / Guide Leaning Post
this goes on the cushion to keep it latched",Gemlux,Gemlux,OPTION,guide backrest,1,$12.86,$12.86
"Tee - 3/8"" Tube ID, Barbed",Clear / White,64420,,these go from the cup holders to the drains to out of the lp,,,,,2,,
"Impact Drain / Push In Drain - 3/8""",WHITE,PD-2,Final Rigging (LEANING POST) - OPTION,"W / Guide Leaning Post Seat
these go inside the bucket for drains
color dependent",William F. Miller,William F. Miller,OPTION,guide backrest,2,$0.38,$0.76
"Impact Drain / Push In Drain - 3/8""",BLACK,PD-1,Final Rigging (LEANING POST) - OPTION,"W / Guide Leaning Post Seat
these go inside the bucket for drains
color dependent",William F. Miller,William F. Miller,OPTION,guide backrest,2,$0.38,$0.76
Release Marine Helm Seat,,BH2-2,Final Rigging (LEANING POST) - OPTION,these require bolting up and replace other seats,Release Marine ,Release Marine ,OPTION,release seats,1,"$8,889.00","$8,889.00"
Release Marine Black Teak Upgrade,,,Final Rigging (LEANING POST) - OPTION,Add to BH2-2 to tint the teak black,Release Marine ,Release Marine ,OPTION,release seats,2,$631.00,"$1,262.00"
Release Marine Grey Teak Upgrade,,,Final Rigging (LEANING POST) - OPTION,Add to BH2-2 to tint the teak grey,Release Marine ,Release Marine ,OPTION,release seats,2,$631.00,"$1,262.00"
Release Marine Sileather or Ultraleather Upgrade,,,Final Rigging (LEANING POST) - OPTION,Add to BH2-2 to upgrade the upholstery to Silleather or Ultraleather,Release Marine ,Release Marine ,OPTION,release seats,1,$315.70,$315.70
26 2026 DBL HELM SEAT SET TEAK 17IN SET-BACK,,9783700,Final Rigging (LEANING POST) - OPTION,PPI Teak Seat Option - Replaces Guide Seat or DBL Helm,PPI,PPI,OPTION,ppi teak,1,"$12,373.00","$12,373.00"
"Subwoofers - 10"" Sport Grill - Gloss White",WHITE,010-03563-00,Final Rigging (LEANING POST),"2 subs go in spkr rings on the sides of the LP
color dependent",JL Audio,Garmin,STANDARD,,2,$176.77,$353.54
"Subwoofers - 10"" Sport Grill - Gunmetal / Titanium",GUNMETAL / TITANIUM,010-03562-00,Final Rigging (LEANING POST),"2 subs go in spkr rings on the sides of the LP
color dependent",JL Audio,Garmin,STANDARD,,2,$178.02,$356.04
"Speakers - 8.8"" Sport Grill - Gloss White",WHITE,010-03545-00,Final Rigging (LEANING POST),"2 spkrs go in spkr rings on the sides of the LP
color dependent",JL Audio,Garmin,STANDARD,,2,$163.03,$326.06
"Speakers - 8.8"" Sport Grill - Gunmetal / Titanium",GUNMETAL / TITANIUM,010-03544-00,Final Rigging (LEANING POST),"2 spkrs go in spkr rings on the sides of the LP
color dependent",JL Audio,Garmin,STANDARD,,2,$164.27,$328.54
Speaker Spacers - 8.8's,WHITE,BBW0014W,Final Rigging (LEANING POST),"we need theese to space out the speakers from hittitng the livewell
color dependnet",Waterway Systems,Waterway Systems,STANDARD,,2,$18.00,$36.00
Speaker Spacers - 8.8's,BLACK,BBW0014B,Final Rigging (LEANING POST),"we need theese to space out the speakers from hittitng the livewell
color dependnet",Waterway Systems,Waterway Systems,STANDARD,,2,$18.00,$36.00
"Motorwell Boots - 4-1/2"" Hole",BLACK,7-0675,Final Rigging (LEANING POST),we use these inside the LP to cover the rig holes,Donovan Marine,Donovan Marine,STANDARD,,2,$2.74,$5.48
Hose Clamp - #12,SS,HF12SS,Final Rigging (LEANING POST),2 go on the finsafe,Florida Industrial Supplies,Florida Industrial Supplies,STANDARD,,2,$0.97,$1.94
Hose Clamp - #20,SS,HF20SS,Final Rigging (LEANING POST),"2 go on the drain at the bottom
2 go on port overflow
2 go on stbd overflow",Florida Industrial Supplies,Florida Industrial Supplies,STANDARD,,6,$1.04,$6.24
Open LP Livewell Lid (Clear),,BBW0077,Final Rigging (LEANING POST),the hatch fr the livewell,Waterway Systems,Waterway Systems,STANDARD,,1,$175.00,$175.00
"Teak Isle Door - 33"" x 13"" ",WHITE,20152-306405,Final Rigging (LEANING POST),"the access hatch for the LP
color dependent",Teak Isle,Teak Isle,STANDARD,,1,$313.02,$313.02
"Teak Isle Door - 33"" x 13"" ",BLACK,20152-317365,Final Rigging (LEANING POST),"the access hatch for the LP
color dependent",Teak Isle,Teak Isle,STANDARD,,1,$353.65,$353.65
Onboard Battery Charger - 2 Bank 20A,,GENPRO10X2,Final Rigging (LEANING POST),this is used to charge the house bank and the engine bank,Battery USA,Battery USA,STANDARD,,1,$199.95,$199.95
Onboard Battery Charger - 3 Bank 20A,,GENPRO10X3,Final Rigging (LEANING POST) - OPTION,"W / Trolling Motor
this is to charge all 3 TM batteries",Battery USA,Battery USA,OPTION,troll motor,1,$309.24,$309.24
2017 DC UNIT,,07-D40,Final Rigging (LEANING POST) - OPTION,Option for Onboard Trolling Motor Charging,Stealth1Charger,Stealth1Charger,OPTION,troll motor,1,$265.00,$265.00
House Batteries / Engine Batteries - 34M,,ODX-AGM34M,Final Rigging (LEANING POST) - OPTION,"W / Trolling Motor
these go in the LP and get hooke up in series to make 36v",Battery USA,Battery USA,OPTION,troll motor,3,$291.41,$874.23
Plug - 2 Way AC Port Plug,,NOCO-GCP2,Final Rigging (LEANING POST) - OPTION,"W / Trolling Motor
this allows the connections of bothe chargers withou cutting ends",Battery USA,Battery USA,OPTION,troll motor,1,$25.74,$25.74
Battery Boot - Red,RED,TBCS-20R,Final Rigging (LEANING POST) - OPTION,"W / Trolling Motor
3 on the pos",Pacer,Pacer,OPTION,troll motor,3,$2.01,$6.03
Battery Boot Black,BLACK,TBCS-20B,Final Rigging (LEANING POST) - OPTION,"W / Trolling Motor
3 on the neg",Pacer,Pacer,OPTION,troll motor,3,$2.01,$6.03
Battery Tray - 24 Series W / SS Buckled Strap,,NBH-24-SSC-DP,Final Rigging (LEANING POST) - OPTION,"W / Trolling Motor
used for the TM battris",William F. Miller,William F. Miller,OPTION,troll motor,3,$9.43,$28.29
"Breaker, 60A Surface Mount thermal",,7184B-BSS,Final Rigging (LEANING POST) - OPTION,"W / Trolling Motor
this is mounted in the LP and allows to disconnect the TM",Marinco,Marinco,OPTION,troll motor,1,$42.28,$42.28
Water Tank - 20 Gallons,,503131,Final Rigging (LEANING POST) - OPTION,W / Full Toilet,,Defender,OPTION,plumbed head,1,$197.55,$197.55
"Hose Barb - 1-1/2"" x 1-1/2"" NPS Long Male Thread",BLACK,90730,Final Rigging (LEANING POST) - OPTION,w/ toilet,,,OPTION,plumbed head,1,,
"Water Fill - 30*, 1-1/2""",,324,Final Rigging (LEANING POST) - OPTION,w/ toilet,,,OPTION,plumbed head,1,,
"Water Tank Fitting, 90*",WHITE,63116,Final Rigging (LEANING POST) - OPTION,"w/ toilet
1 for vent 
1 for otulet",,,OPTION,plumbed head,2,,
3/4 tee,,,Final Rigging (LEANING POST) - OPTION,w/ toilet,,,OPTION,plumbed head,1,,
Washdown Pump - Hotshot HD4,,JA Q401J-118N-3A,Final Rigging (LEANING POST) - OPTION,"w/ toilet
to fill toilet",,,OPTION,plumbed head,1,,
"Washdown Fittings - 90* 3/4""",BLACK,20381-010,,w/ toilet,,,OPTION,plumbed head,3,,
1 1/2plug,,,Final Rigging (LEANING POST) - OPTION,"w/ toilet
to fill the opposite open hole",,,OPTION,plumbed head,1,,
#8 hose clamps,,,Final Rigging (LEANING POST) - OPTION,"w/ toilet
1 on each side of tee (3 total)
1 on each side of pmup (2 total)
1 on tank 
2 for vent",,,OPTION,plumbed head,8,,
"Thru Hull Vent - 3/4""",SS,228,Final Rigging (LEANING POST) - OPTION,w/ toilet,,,OPTION,plumbed head,1,,
#20 hose clamps,,,Final Rigging (LEANING POST) - OPTION,w/ toilet,,,OPTION,plumbed head,2,,
"Cup Holder W / Drain, SS",SS,LCH-1SS,Final Rigging (UPPER STATION),Final Rigging (UPPER STATION),William F. Miller,William F. Miller,OPTION,,1,$6.45,$6.45
"Steering Wheel - 13"" SS Wheel W / Comfort Grip Knob",SS,1710ST-13-KITG,Final Rigging (UPPER STATION),Final Rigging (UPPER STATION),Edson International,Edson International,OPTION,,1,$414.00,$414.00
"Steering Wheel - 13"" Black Wheel W / SS Nut & Comfort Grip Knob",BLACK,1710BL-13-KIT,Final Rigging (UPPER STATION) - OPTION,Final Rigging (UPPER STATION) - OPTION,Edson International,Edson International,OPTION - OPTION,steering wheel,1,$437.40,$437.40
"Steering Wheel - 13"" Carbon Fibeer W / Special Ops Comfort Knob",CARBON FIBER,1710C-13C-CGB,Final Rigging (UPPER STATION) - OPTION,Final Rigging (UPPER STATION) - OPTION,Edson International,Edson International,OPTION - OPTION,steering wheel,1,"$1,395.00","$1,395.00"
UFLEX Paddle Trim - PAIR,,PTS-2,Final Rigging (UPPER STATION) - OPTION,Final Rigging (UPPER STATION) - OPTION,UFlex,UFlex,OPTION - OPTION,paddle trim,1,$192.49,$192.49
Paddle Trim - STDERC,,8M0165559,Final Rigging (UPPER STATION) - OPTION,Final Rigging (UPPER STATION) - OPTION,Mercury Marine,Mercury Marine,OPTION - OPTION,paddle trim,1,$14.45,$14.45
"SLC Control Switch, Black Program 6 Sec Short Actuator",,SLC-11-S,Final Rigging (UPPER STATION),Final Rigging (UPPER STATION),LectroTab,LectroTab,OPTION,,1,$212.50,$212.50
"Communication Cable, 20' SETR W / Two Plugs",,SR-20,Final Rigging (UPPER STATION),Final Rigging (UPPER STATION),LectroTab,LectroTab,OPTION,,1,$46.00,$46.00
"Tee - 3/8"" Hose Barb x 1/2"" x 1/2"", Barbed",,62097,Final Rigging (UPPER STATION) - OPTION,"W / Upper Station
this goes in line of the rod holder drains and allows the 3/8 hose from upperstion and allow cup holder to drain",US Plastics,US Plastics,OPTION,tower,1,$0.71,$0.71
"Cable - RJ45, 20'",,010-10551-00,Final Rigging (UPPER STATION) - OPTION,"W / Upper Station
goes from garmin to gateway 30",Garmin,Garmin,OPTION,tower,1,$35.74,$35.74
NMEA 2000® Backbone / Drop Cable - 6M / 19',,010-11076-01,Final Rigging (UPPER STATION) - OPTION,"W / Upper Station
goes from garmin to house nmea bus",Garmin,Garmin,OPTION,tower,1,$25.99,$25.99
GPSMAP® 8610 Monitor,,010-02091-50,Final Rigging (UPPER STATION) - OPTION,,Garmin,Garmin,OPTION - OPTION,tower,1,"$1,819.99","$1,819.99"
GPSMAP® 8610XSV Monitor,,010-02091-51,Final Rigging (UPPER STATION) - OPTION,"Includes sounder capabilties, not needed if console unit has sounder module",Garmin,Garmin,OPTION - OPTION,tower,1,"$1,959.99","$1,959.99"
GPSMAP® 8612 Monitor,,010-02092-50,Final Rigging (UPPER STATION) - OPTION,,Garmin,Garmin,OPTION - OPTION,tower,1,"$2,519.99","$2,519.99"
GPSMAP® 8612XSV Monitor,,010-02092-51,Final Rigging (UPPER STATION) - OPTION,"Includes sounder capabilties, not needed if console unit has sounder module",Garmin,Garmin,OPTION - OPTION,tower,1,"$2,869.99","$2,869.99"
GPSMAP® 1543XSV,,010-03855-01,Final Rigging (UPPER STATION) - OPTION,,Garmin,Garmin,OPTION - OPTION,tower,1,"$3,149.99","$3,149.99"
"Simrad - NSS12 EVO3S 12""",,000-15732-002,Final Rigging (UPPER STATION) - OPTION,,Navico,Navico,OPTION - OPTION,tower,1,"$2,583.38","$2,583.38"
"Speakers - 6.5"" Sport Grill - Gloss White",WHITE,010-03513-00,Final Rigging (UPPER STATION) - OPTION,,JL Audio,Garmin,OPTION - OPTION,stereo upgrade,2,$106.81,$213.62
"Speakers - 6.5"" Sport Grill - Gunmetal / Titanium",GUNMETAL / TITANIUM,010-03512-00,Final Rigging (UPPER STATION) - OPTION,,JL Audio,Garmin,OPTION - OPTION,stereo upgrade,2,$111.80,$223.60
Controller Trim Tab 2nd Station,,4471006308,Final Rigging (UPPER STATION) - OPTION,,,Dometic ,OPTION - OPTION,tower,1,$227.77,$227.77
"Extension Cable, 20' CAN",,9610003074,Final Rigging (UPPER STATION) - OPTION,,,Dometic,OPTION - OPTION,tower,1,$57.51,$57.51
Tee - CAN CM10060,,4471004629,Final Rigging (UPPER STATION) - OPTION,,,Dometic,OPTION - OPTION,tower,1,$25.29,$25.29
ENGINE,,,,,,,,,,,
Engine 350XL Verado Cold Fusion White,WHITE,13500040A,Final Rigging (ENGINE) ,Base Motor w/ Cold Fusion Upgrade,,Mercury Marine,STANDARD,,1,"$25,041.60","$25,041.60"
Engine - 350XL Verado ,BLACK,13500032A,Final Rigging (ENGINE) ,Base Motor  ,,Mercury Marine,STANDARD,,1,"$24,033.60","$24,033.60"
"Prop - RevX 20 Pitch, Right Hand",,8M0182946,Final Rigging (ENGINE) ,W / V10 400,,Mercury Marine,STANDARD,,1,$767.97,$767.97
Engine 400XL Verado Cold Fusion White,WHITE,14000113A,Final Rigging (ENGINE) ,Upgrade 1  w/ Cold Fusion Upgrade,,Mercury Marine,OPTION,engine,1,"$28,170.00","$28,170.00"
Engine - 400XL Verado ,BLACK,14000105A,Final Rigging (ENGINE) ,Upgrade 1 ,,Mercury Marine,OPTION,engine,1,"$27,162.00","$27,162.00"
"Prop - RevX 21 Pitch, Right Hand",,8M0182948,Final Rigging (ENGINE) ,W / V10 425,,Mercury Marine,OPTION,engine,1,$767.97,$767.97
Engine 425XL Verado Cold Fusion White,WHITE,14250113B,Final Rigging (ENGINE) ,Upgrade 2 w/ Cold Fusion Upgrade,,Mercury Marine,OPTION,engine,1,"$28,890.00","$28,890.00"
Engine - 425XL Verado ,BLACK,14250105B,Final Rigging (ENGINE) ,Upgrade 2,,Mercury Marine,OPTION,engine,1,"$27,882.00","$27,882.00"
"Prop - RevX 22 Pitch, Right Hand",,8M0182950,Final Rigging (ENGINE) ,W / V10 400,,Mercury Marine,OPTION,engine,1,$767.97,$767.97
Hub Kit - Flo Torq SSR Hub,,8M0182970,Final Rigging (ENGINE) ,W / V10 350/400/425,,Mercury Marine,STANDARD,,1,$173.67,$173.67
Single Engine Single Station Helm Harness,,8M0159746,Final Rigging (ENGINE) ,all mercury engines,SINGLE STATION ONLY!,Mercury Marine,STANDARD,,1,$148.50,$148.50
Single Engine ERC,,8M0163917,Final Rigging (ENGINE) ,all mercury engines,,Mercury Marine,STANDARD,,1,$634.52,$634.52
Key Switch - Single Engine (4 Position W / Bezel),,893353A03,Final Rigging (ENGINE) ,all mercury engines,,Mercury Marine,STANDARD,,1,$42.08,$42.08
Rig Center Vessel Breakout Harness (Fuel Tank / Transom Trim),,8M0173598,Final Rigging (ENGINE) ,all mercury engines,,Mercury Marine,STANDARD,,1,$37.42,$37.42
"SmartCraft Connect, Under Helm, Single Engine",,8M0173694,Final Rigging (ENGINE) ,all mercury engines,,Mercury Marine,STANDARD,,1,$338.56,$338.56
needs a harness going to verify which,,,,for the mercury connect,,,,,,,$0.00
Power Steering Pump Gen C,,8M0199048,Final Rigging (ENGINE) ,all mercury engines,,Mercury Marine,STANDARD,,1,$560.41,$560.41
Power Steering Helm Kit ,,8M0137447,Final Rigging (ENGINE) ,all mercury engines,,Mercury Marine,STANDARD,,1,$386.02,$386.02
Power Steering Hose Kit (Engine To Bulkhead) - 2',,8M0167281,Final Rigging (ENGINE) ,"all mercury engines
use 1 of these per boat on transom from bulkead to engine",,Mercury Marine,STANDARD,,1,$54.06,$54.06
Power Steering Hose Kit (Engine To Bulkhead) - 3',,8M0167282,Final Rigging (ENGINE) ,"all mercury engines
use 1 of these per boat on transom from bulkead to engine",,Mercury Marine,STANDARD,,1,$56.54,$56.54
"Bulkhead Fittings - 3/4""",,892517,Final Rigging (ENGINE) ,"all mercury engines
these go in the ransom to connect the lines from the engine to the the lines from the helm",,Mercury Marine,STANDARD,,2,$15.31,$30.62
Rig Center,,8M0168337,Final Rigging (ENGINE) ,"all mercury engines
we install in the LP if avaliable",,Mercury Marine,STANDARD,,1,$416.96,$416.96
Rig Center V10 Engine Breakout Harness (WIF / Battery ISO),,8M0187098,Final Rigging (ENGINE) ,"V10 only
goes on rig center in lp",,Mercury Marine,STANDARD,,1,$11.77,$11.77
"Rig Tube - Kit 2"" Black",,825191A03,Final Rigging (ENGINE) ,V10 only,,Mercury Marine,STANDARD,,1,$28.05,$28.05
"V10 Ingress Adapter Kit - 2""",,8M0192174,Final Rigging (ENGINE) ,V10 only,,Mercury Marine,STANDARD,,1,$36.95,$36.95
Power Steering HSO Signal Harness Kit (Pump To Signal Harness Extension),,8M0193669,Final Rigging (ENGINE) ,all mercury engines,,Mercury Marine,STANDARD,,1,$26.20,$26.20
